Class;File;Mean;Standard deviation;Max elongation;Average elongation;Max compactness;Average compactess;Max eccentricity;Average eccentricity;Pixel ratio
LongTrans;img058.jpeg;153.76334228515626;54.90058161899448;6.708762038344639;0.11111111111111112;0.7140044036049453;0.06661945959488721;9.300308090928606;0.43759071741443734;0.12982714233173961
LongTrans;img058.jpeg;137.74432807074652;53.710603678017264;6.535652051332992;0.10144927536231885;0.578796069910851;0.06457780093998976;6.095053903778277;0.39996139982856765;0.16055912353607857
LongTrans;img071.jpeg;133.90290505755;35.43212617185164;8.280469580318995;0.7916666666666666;0.7176767676094516;0.021008915221415396;9.138823724939275;0.31401427796926545;0.02608929532006455
LongTrans;img071.jpeg;129.05327165333046;37.61616304442784;13.527531838700613;0.7142857142857143;0.6977353113971826;0.015192559618846076;12.210153110843006;0.2704074685670325;0.023075547836747205
LongTrans;img071.jpeg;101.47497406846726;32.33933773450992;6.652818951391959;0.17857142857142858;0.6920454544805427;0.03822831309666674;6.946798964761839;0.39554784142694166;0.01470476479975682
LongTrans;img071.jpeg;127.04667513196047;37.740467653050864;9.085068053595503;0.6785714285714286;0.6977353113971826;0.026192314819878965;11.807279596237487;0.4856985325116515;0.023454566358793547
LongTrans;img071.jpeg;127.46107166314238;34.11712924680381;8.356839396918092;0.7916666666666666;0.7176767676094516;0.026542272180054886;9.24110134470198;0.3542113173016063;0.02543262338726193
LongTrans;img044.jpeg;127.713115234375;35.162494116418344;5.2849819756323315;0.9727565923349142;0.34610227652098946;0.03764454215367234;4.838671794027514;0.62668699559194;0.033473507148864594
LongTrans;img044.jpeg;131.62423665364582;35.500495840231984;5.521119326793224;0.9886958519942101;0.315700608717126;0.03505075138488773;4.6332496231599745;0.5327317569378809;0.03463373561605389
LongTrans;img044.jpeg;117.73592502170139;35.16562683093791;3.850324661635691;0.9618252224914304;0.3820140236116374;0.04145645597163318;5.107386468017898;0.6042337573487383;0.03260504201680672
LongTrans;img044.jpeg;144.08308132595485;36.64052947896523;5.2849819756323315;0.9763157015729753;0.32096228552907813;0.035971586753073936;4.3667902102074;0.5270163742593751;0.03509855674734655
LongTrans;img044.jpeg;122.84899197048611;32.8675410608367;5.2849819756323315;0.9775101888292691;0.33809991174593773;0.048256269741066095;5.35165707850024;0.8442277835119973;0.032200257602060814
LongTrans;img055.jpeg;127.8882101779514;45.8994615139633;7.95818339364137;3.979091696820685;0.27614443181631654;0.0066588778757944765;4.425544588529704;0.17898727360142863;0.053166871411021915
LongTrans;img055.jpeg;130.0772550455729;42.56454710015751;7.95818339364137;3.979091696820685;0.27614443181631654;0.008764305395599128;4.402002357975981;0.23640092367341298;0.05013673655423884
LongTrans;img055.jpeg;122.74277045355903;47.04882113057504;7.977656053562939;3.9888280267814693;0.28096790977337305;0.006471797186119056;4.5875696815916385;0.17569080397888687;0.0529863749321603
LongTrans;img055.jpeg;101.65799587673611;43.62609407676729;6.159092971331753;1.1998813701741946;0.6510537508778705;0.03794174969306095;6.5521922288824594;0.4879568526193948;0.044513076247414504
LongTrans;img055.jpeg;130.09150689019097;49.72555352114515;7.51005073677705;0.8012336167697752;0.34861446937813173;0.011643722926502583;4.61416612992471;0.18521167749216644;0.05742642418679365
LongTrans;img047.jpeg;130.2636480034722;42.43471088465133;3.55839319948796;0.6103403278432398;0.7488019196579495;0.019976065460878926;2.735804862134535;0.11083666424404688;0.0630677394238256
LongTrans;img047.jpeg;128.08366373697916;38.62672278005482;6.56186644837481;0.8023070367362991;0.24918182976823722;0.015274415123132662;5.344122891803857;0.3401269413172844;0.057942315970727507
LongTrans;img047.jpeg;154.84690131293402;45.830335711347864;3.55839319948796;0.6103403278432398;0.7625414044223157;0.016855467022437544;2.9778102615434343;0.0985931059561263;0.06481802426343154
LongTrans;img047.jpeg;142.7686474609375;42.86872378727144;3.55839319948796;0.6103403278432398;0.7572435290921145;0.01840690941328343;2.9195732403305077;0.11066370375122567;0.06303708403022089
LongTrans;img047.jpeg;122.1844984266493;45.15411038508755;6.191193935982072;0.815505879684899;0.7625414044223157;0.018943737380753747;5.040978898749516;0.16338231687820529;0.06512568621785611
LongTrans;img064.jpeg;124.91316053602431;32.194226422289304;10.368421052631579;1.7280701754385965;0.6395058613999586;0.03401789887388714;9.260257188262816;0.24894603805976084;0.04356687898089172
LongTrans;img064.jpeg;122.02446044921875;32.52585263729779;10.421052631578947;2.0842105263157893;0.5467931186784839;0.025121829162515614;8.980615674896228;0.221996800450274;0.042563420911224864
LongTrans;img064.jpeg;124.1157457139757;31.32441643001508;10.368421052631579;2.0736842105263156;0.5959638472895795;0.026930426451249385;8.922168447544914;0.2491196005648633;0.04018058690744921
LongTrans;img064.jpeg;109.68506727430555;30.45795437833948;10.368421052631579;2.0736842105263156;0.5991286914297022;0.03263461484263279;8.868465152314618;0.28218117366255574;0.0393301192590713
LongTrans;img064.jpeg;132.09113796657985;34.37879268568236;8.606020741595355;1.721204148319071;0.6506394296097245;0.0318580052469346;9.462163562170192;0.25189137138073114;0.048493984470548084
LongTrans;img070.jpeg;137.4347193687524;35.698696159814794;15.109173660821803;1.1600340565456169;0.42074717902459935;0.020368635782624822;14.995662661313764;0.9312787162270143;0.014255149451189407
LongTrans;img070.jpeg;120.2849041934993;32.164204729945986;13.657400563940943;1.3097921802925667;0.3903836863846345;0.04502493187453576;15.2008825616662;1.878905862278894;0.012691029060434074
LongTrans;img070.jpeg;110.3508019501714;33.46880289916929;5.924441737496463;1.9748139124988209;0.34486832245407806;0.02956512537772056;5.258036157009164;0.5515932253293797;0.006912587192861182
LongTrans;img070.jpeg;143.67251177431757;39.36388590434977;18.694132454738146;18.694132454738146;0.039288710721882975;0.0010074028390226403;16.679973362071067;0.42769162466848887;0.014589111355951522
LongTrans;img070.jpeg;119.52566733648116;32.7196656314838;13.657400563940943;1.3743685418725535;0.39428509422267166;0.035283410031997677;15.373359176434823;1.4727113080530874;0.012883078790330738
LongTrans;img069.jpeg;140.80199272315136;47.12486967204554;9.701560197734707;1.0827805840074194;0.6300490021424211;0.025815978354901816;7.968944126679391;0.39970716526918726;0.03502402976590357
LongTrans;img069.jpeg;124.51021579740966;46.15795747347088;9.227013480957845;4.613506740478923;0.15157024117067502;0.007021026065870688;7.166889736927001;0.3293978381016333;0.03359523164454078
LongTrans;img069.jpeg;130.20212966467224;47.75622474158682;8.973870632649804;4.486935316324902;0.16007234281434266;0.006856741323085495;7.645283551711779;0.3265982345966792;0.034516154024947704
LongTrans;img069.jpeg;153.318289039472;50.17710041021654;9.380965945364892;1.0833333333333333;0.6355973987498775;0.035597758006720194;8.35436661335707;0.5726268878450395;0.035478867778208606
LongTrans;img069.jpeg;130.05649169389977;43.35208055828293;9.227013480957845;0.721853722671613;0.6524736650270203;0.04082408307211405;7.784298626930598;0.5655862815551191;0.034075508228460796
LongTrans;img079.jpeg;135.25578128003653;53.660734260392864;9.984833860234975;0.4824065188020536;0.8450733885992592;0.07616570572446581;7.2225301318413;0.4562578808558968;0.03545210153543918
LongTrans;img079.jpeg;141.662886444917;54.28537007911976;10.88594738114412;0.8683317338436964;0.8726869091183199;0.06926435617929988;7.99419782289753;0.5454882022928287;0.030457766859171415
LongTrans;img079.jpeg;144.50491334963314;60.06781055937258;9.918520513681859;0.8683317338436964;0.8450733956126868;0.047262878540897696;8.090352352117696;0.3895874890581947;0.03012652368461657
LongTrans;img079.jpeg;118.41555894467673;50.7358213828398;10.54295244008272;0.5427073336523103;0.8450733885992592;0.07291719839936854;9.803763984054962;0.7967220670440395;0.031014735216524033
LongTrans;img079.jpeg;135.5188118752403;54.90480628051571;10.88594738114412;0.6202369527454975;0.8450733885992592;0.07150414284253251;7.99419782289753;0.5088325105398712;0.03335526061215803
LongTrans;img057.jpeg;126.6592027452257;47.16859633970242;4.724622066960764;0.1111111111111111;0.8688120277080038;0.03727312497032236;4.365996970924109;0.18732043756457453;0.07884108867427568
LongTrans;img057.jpeg;119.36051296657986;50.789030795652884;4.004014694789786;0.14545454545454548;0.8568198816660072;0.03952769850105895;3.9182217340200984;0.2048120506315827;0.09936776810211141
LongTrans;img057.jpeg;148.87967936197916;52.46415728821243;5.928619238667424;0.3297528499805201;0.6376853132182947;0.036832241892722696;3.9890818172223415;0.20570777946142862;0.07959936742224565
LongTrans;img057.jpeg;108.04436197916667;44.88381232634133;5.751945813079672;0.14285714285714285;0.5994598704970546;0.02602462498276942;5.570581323108989;0.1875637036092859;0.06743883017228898
LongTrans;img057.jpeg;148.90460286458332;52.77420341500139;5.928619238667424;0.3297528499805201;0.6440132893760174;0.037067444249679296;4.012180829947355;0.2193300772023093;0.08023208111117623
LongTrans;img060.jpeg;129.00670979817707;49.96998760995034;7.263677540973965;0.4692437553095608;0.7858187629224104;0.02312203675049564;6.845458664421383;0.1252283091834919;0.06867661979997101
LongTrans;img060.jpeg;137.2245667860243;50.65387406647405;7.263677540973965;0.3519328164821706;0.8214370917956654;0.033013023926866135;6.803780221983981;0.14469581935191528;0.0737191623219643
LongTrans;img060.jpeg;122.01146592881945;54.74548002194965;6.493691253912671;0.10227272727272728;0.7858187629224104;0.05004220238323491;4.532993281154999;0.23912144104559152;0.11206974569368608
LongTrans;img060.jpeg;146.00168619791665;50.62555762488297;7.263677540973965;0.3519328164821706;0.8113467365696968;0.03362017479974678;6.8251509525257585;0.14786947155671543;0.07353155304464312
LongTrans;img060.jpeg;146.5538685438368;53.926940118389965;7.263677540973965;0.25055493963954845;0.7858187629224104;0.049078317466877366;6.9036983617862955;0.27093200468583073;0.09786169515754363
LongTrans;img068.jpeg;138.59558673346788;51.17311746987758;17.371479288849493;5.790493096283164;0.8378658336315786;0.054452783351266104;14.925937495290686;1.0523997061212311;0.02519642720036854
LongTrans;img068.jpeg;135.2920623978758;54.19010593235204;17.371479288849493;5.790493096283164;0.854294575467492;0.08041014312283003;14.818400518465271;1.4713159926847221;0.02524890583808963
LongTrans;img068.jpeg;130.7851771504149;46.25707344901633;12.912166185745466;4.304055395248489;0.39938636598720945;0.03355987567515873;9.93159922815426;1.4410637425234238;0.023349981478406376
LongTrans;img068.jpeg;148.63574031021722;52.24569057481019;12.536351636722328;4.178783878907443;0.2980243964908854;0.03351464767921322;10.072580093704332;2.0194430477177523;0.023598405478611948
LongTrans;img068.jpeg;145.5433632296873;56.79683516126403;17.371479288849493;8.685739644424746;0.3052568530966594;0.02401283000826323;15.193733858436655;1.6423417903577422;0.024239634871322826
LongTrans;img046.jpeg;122.30456434461806;56.92755085581202;3.8;0.7589466384404111;0.6354347356382377;0.02373929095894444;3.7436149306017863;0.14974657681258963;0.06904851666038338
LongTrans;img046.jpeg;120.01446207682292;57.9559997067922;3.8;0.5285624261541573;0.6702666736073627;0.021562359634739913;2.9425211674746863;0.1067175479621197;0.07116083103297981
LongTrans;img046.jpeg;127.25718858506944;56.90113344648989;3.8694925989040185;0.5421047417431508;0.6702666736073627;0.036705332985233034;5.222036421708781;0.29523481034294125;0.06839786691398099
LongTrans;img046.jpeg;113.36672336154514;59.7426272875903;5.450310298775766;0.2857142857142857;0.6341857032699768;0.026731206369207918;6.329805966581927;0.20285781433088504;0.06007189072609633
LongTrans;img046.jpeg;108.7260923936632;56.31891318151841;6.789096901259687;0.38095238095238093;0.6692747814727459;0.02548333659362367;6.6788812905899695;0.187845626120688;0.05669896233446081
LongTrans;img045.jpeg;124.89396294487847;57.40624562344362;5.359490454421436;0.4338462208578071;0.4055073337650809;0.018490532939757363;5.356201507952528;0.2229959889232017;0.058701895462377945
LongTrans;img045.jpeg;122.29022243923612;56.424986014711806;5.0;0.3516142160412057;0.441808839892215;0.028863066093441112;4.679601387228409;0.2696263355635451;0.05940167255797914
LongTrans;img045.jpeg;127.14882731119792;52.242750659087015;5.0;0.5400393460317542;0.3190246890268882;0.01123334493010931;5.317750279799483;0.19916780762863975;0.04694555678623157
LongTrans;img045.jpeg;107.37400661892362;53.24675427208382;5.0;0.3240236076190525;0.4873789853643061;0.02887178746782584;5.317750279799483;0.25293506091616547;0.05088514495852219
LongTrans;img045.jpeg;134.49017116970487;62.31150657753193;5.75;0.5290789657770041;0.47163558058288085;0.018198159071059865;5.6583139139245535;0.23565638422019206;0.05319696017370436
LongTrans;img078.jpeg;134.32938490704697;50.392514429109184;10.17102817449613;0.225;0.8450733885992592;0.0691329676846171;9.130967018754943;0.8580232238575748;0.025275147171743024
LongTrans;img078.jpeg;137.8507727897123;49.974479725607175;10.165635676084637;0.2;0.8726869091183199;0.10332628854719057;9.128833239288802;1.2102812611579294;0.02464572568680616
LongTrans;img078.jpeg;134.30788726591535;49.07045503761629;10.165635676084637;0.2;0.8314275587741657;0.07995484702915547;8.970055980216289;0.9652812965937253;0.02515707174755915
LongTrans;img078.jpeg;127.6856507513136;54.8836605612682;9.278822755292717;0.140625;0.8450733885992592;0.07455179158022762;8.591506996967286;0.7815309116427065;0.023193144229172787
LongTrans;img078.jpeg;124.26353495850955;52.346201395470096;9.669439201665634;0.140625;0.8450733885992592;0.08132638624397065;8.935630333279665;0.8196420215014262;0.0228665543128543
LongTrans;img073.jpeg;134.21225798070455;37.53314765793201;4.781830233617852;0.12514619883040937;0.6352485194819534;0.035506539687300796;3.463833924046348;0.17490961065931174;0.05009633911368015
LongTrans;img073.jpeg;142.25027746239428;34.61281418814905;4.781830233617852;0.17878028404344196;0.653457743877076;0.03210074777369074;3.0300661272097527;0.1667637875119864;0.043598895373072113
LongTrans;img073.jpeg;122.27427877298796;36.283302646574384;5.44877868785191;0.09945777801009613;0.6375561883471503;0.04299932877179656;5.1194543103214345;0.2752619206589899;0.04832378111015153
LongTrans;img073.jpeg;120.74180178096566;35.02857833365244;4.781830233617852;0.1564327485380117;0.6227219748293773;0.03593889910837266;3.009665388571705;0.18678555428350443;0.04523275232230456
LongTrans;img073.jpeg;133.25465278278386;36.279119371690086;4.781830233617852;0.12514619883040937;0.6375561883471503;0.04341303789220044;4.099169377399597;0.22768470474768884;0.04876292708469695
LongTrans;img041.jpeg;135.34108805338542;47.00006815534357;9.827828188188462;1.15;0.3918576247663359;0.16844366358484608;9.970951055045791;4.6409090451123935;0.04421720533665694
LongTrans;img041.jpeg;135.6552086046007;44.15597689551459;9.827828188188462;1.75;0.36517669818231563;0.11307302695069556;9.101225879929942;3.803718310686341;0.04038608077216155
LongTrans;img041.jpeg;121.7924685329861;47.83196159296442;10.678378986427566;1.8333333333333333;0.3024003449398603;0.051497354294507046;9.404958029461538;1.2353066865011075;0.012274487190048604
LongTrans;img041.jpeg;117.476171875;42.67854962158461;12.900208704334386;1.75;0.37375721467298323;0.06911297511319965;11.89395307849668;2.6849743548764073;0.0290882697783485
LongTrans;img041.jpeg;130.87366536458333;45.96523079236238;9.827828188188462;1.375;0.3688409371268405;0.11268004416204791;9.4061982948064;3.609440640708104;0.040885475491303364
LongTrans;img067.jpeg;142.53062606015968;39.95088384724752;6.341274690934178;0.16666666666666666;0.8794103751397335;0.08519131861011618;6.203588988893212;0.6721625540232099;0.02856909806480556
LongTrans;img067.jpeg;138.6662127110754;41.235074899765586;6.341274690934178;0.16666666666666666;0.8874415254670682;0.07963308288064634;4.862836342994214;0.5471888009944604;0.027961196706611232
LongTrans;img067.jpeg;134.48004747602286;39.223432331167324;5.074606781508111;0.14814814814814814;0.8794103751397335;0.113132349534445;7.992046933486254;0.9316287486839159;0.027333088924192433
LongTrans;img067.jpeg;124.42552278625905;36.417649556801045;7.0;0.13333333333333333;0.893635209088545;0.16429790866406696;6.951786612763728;1.401748900660362;0.02551590932194775
LongTrans;img067.jpeg;140.43033714671972;42.48722692524764;7.0;0.14814814814814814;0.8794103751397335;0.09108162679619376;7.548628260840176;0.8726466350922168;0.030355027168362136
LongTrans;img076.jpeg;130.19125594222575;34.676196491409094;2.9832867780352594;0.11666666666666665;0.5292957388807724;0.026238643892340218;3.24133306219163;0.15946087090647665;0.06040952469192996
LongTrans;img076.jpeg;120.80906131856338;31.5219532847448;5.639439572202595;0.10555555555555556;0.7046610030133582;0.03908595464886234;5.1962474959033305;0.3029503080325644;0.04491920021911805
LongTrans;img076.jpeg;127.37699930615629;32.72888349961828;3.468000436422555;0.14814814814814814;0.7036671947814396;0.028462756946440702;3.953132149724671;0.14965715839145605;0.04993119716925496
LongTrans;img076.jpeg;125.87590084542803;32.05538679815708;6.021627686929839;0.13333333333333333;0.696917475507717;0.027490661098189213;4.759337294743014;0.24092491162305252;0.04539641943734015
LongTrans;img076.jpeg;109.99255832592432;33.70763380644291;4.718315377335432;0.1212121212121212;0.7074605489312047;0.029784888766175716;4.5831500935361;0.1890850620891629;0.05186109105232062
LongTrans;img061.jpeg;123.52403510199653;45.660991536724474;12.788960947782028;4.262986982594009;0.2286190237548693;0.015066756740231443;9.12954092540599;0.5825573724877501;0.03646638738156156
LongTrans;img061.jpeg;129.15736002604166;49.38075438049512;8.429674130154384;2.107418532538596;0.2115262031396023;0.01601335955521633;7.9000143613752964;0.46648645515970744;0.03716624933179529
LongTrans;img061.jpeg;102.46169162326389;43.632000785406554;7.426458393067277;1.7996470510065914;0.3023835980679292;0.028943503429534036;7.399730868487087;0.8180827144489945;0.031507079299345236
LongTrans;img061.jpeg;108.4982763671875;47.63669170907742;6.288813904693702;2.0962713015645673;0.25432183865908525;0.01170992913540779;6.337697663705801;0.4000752864662541;0.025395677449862313
LongTrans;img061.jpeg;133.76197781032985;45.59165309968632;8.429674130154384;2.107418532538596;0.269811819061784;0.02660677607271004;7.854126262804574;0.8858519119717637;0.03327073464697144
LongTrans;img063.jpeg;128.37096788194444;44.108072436397904;11.860016863394419;3.9533389544648063;0.12248200692295927;0.024523826306658593;11.246789641319278;2.0473150549751766;0.043448724843612896
LongTrans;img063.jpeg;124.46820448133681;46.71114623420062;11.860016863394419;2.9650042158486047;0.30106365238173854;0.0499782372013896;10.650203768646527;2.0186725781927546;0.042416016287750255
LongTrans;img063.jpeg;100.50130452473958;41.399577769958654;7.107548197466575;1.346291201783626;0.44175328826761096;0.0689059525235056;6.283063052110527;1.0595858768108826;0.011802162814953067
LongTrans;img063.jpeg;142.66852132161458;44.140138082121794;11.860016863394419;3.9533389544648063;0.12124294817290192;0.030111946534953013;11.663229609317671;2.5837162259088817;0.04362596608442092
LongTrans;img063.jpeg;124.45966878255209;48.35879767559375;8.421346397370712;1.1122379110296985;0.2854739068923472;0.04727127022351324;6.571083569020756;1.4911367385961252;0.040239291156385804
LongTrans;img059.jpeg;125.99270426432291;51.89153616746713;3.0;0.1121301018446931;0.6920454597496885;0.09261800673058507;4.767254157764872;0.4499953151625527;0.17401273885350318
LongTrans;img059.jpeg;130.69241780598958;54.50395296489417;2.8333333333333335;0.11285250498973835;0.7176495559264511;0.08726127945360576;3.2242716523711077;0.39023506635534044;0.1964558112362468
LongTrans;img059.jpeg;133.72479790581596;53.292614555304525;3.1666666666666665;0.12024163125399337;0.7143806878227495;0.09089076100596435;4.909436904764257;0.40060675856321665;0.18755234843115778
LongTrans;img059.jpeg;139.42759819878472;53.79224992274335;2.8333333333333335;0.12024163125399337;0.7143806878227495;0.08852144457663474;2.7686094841448194;0.3819717971909384;0.1829792696232591
LongTrans;img059.jpeg;129.88784559461806;56.26606734792126;3.2;0.037037037037037035;0.7286683015792045;0.10965426552457579;3.8679280091623824;0.5538885624482178;0.22622492765193095
LongTrans;img049.jpeg;129.17314507378472;35.11841981838544;9.250779592927458;1.8566145982668192;0.3001290912379454;0.06594934551531031;10.220126088699391;2.5709841518539207;0.02528160200250313
LongTrans;img049.jpeg;138.0052943250868;38.291264299800204;9.837135292819287;1.8433944539464326;0.2640167835618195;0.09830562267856066;11.132414964872503;3.9514631559397952;0.027883113986169977
LongTrans;img049.jpeg;98.6654638671875;31.867341700968087;8.174917020538063;1.6349834041076126;0.32566190993523414;0.11470682840099397;7.449837793493099;3.2395437718806095;0.019412643106022896
LongTrans;img049.jpeg;128.46324462890624;36.91442925608147;7.311309931762429;1.4622619863524857;0.34512652952034284;0.1448538674750373;6.809118716608363;3.5511805076414045;0.027453384988433346
LongTrans;img049.jpeg;140.16027452256944;34.80880076487161;7.602631123499284;1.5137273725395979;0.3838069141433131;0.16119565184657506;7.2908115983646065;3.5020209031808047;0.02405689204955831
LongTrans;img050.jpeg;125.61433512369791;38.257833064102535;5.460885487738414;0.32122855810225964;0.8323186919600186;0.05827132281542864;6.729855483422754;0.3563168362766725;0.12208930691261072
LongTrans;img050.jpeg;130.79754991319444;37.87785408731724;5.9649467101363145;0.45884205462587035;0.8323186919600186;0.042109135477556195;5.735346888059737;0.26458285427068023;0.10742609949531362
LongTrans;img050.jpeg;117.24435112847222;38.67562986249077;5.955293212040806;0.33084962289115594;0.8080933509501417;0.06439453571601825;5.904658277669753;0.345748785161172;0.1208610781720332
LongTrans;img050.jpeg;124.92081868489583;37.28669938784442;5.9649467101363145;0.542267882739665;0.8323186919600186;0.03722533117065453;5.928236464272078;0.23475329876131854;0.09587086417551056
LongTrans;img050.jpeg;115.961689453125;36.99068165595643;5.9649467101363145;0.542267882739665;0.8220431525531049;0.03696297493200039;5.706552756013432;0.23997509794480065;0.09551263001485884
LongTrans;img077.jpeg;132.71158203375305;32.32953748828719;7.8890502217986835;0.10780003101011498;0.5655425041118126;0.030189601213077694;7.286426401671164;0.268554835454304;0.04539641943734015
LongTrans;img077.jpeg;121.2834091254966;33.29899756367917;7.248291926313163;0.0698642068137565;0.8826740550997121;0.05243030384001153;6.868483138927122;0.30921585952676994;0.04913374278118984
LongTrans;img077.jpeg;147.7971973920287;34.75705346440953;5.882877478129255;0.5428787477158221;0.7812358861246999;0.020692525705701837;5.757850881648685;0.1325099916860503;0.03076269878029952
LongTrans;img077.jpeg;127.83586340990645;33.75863746871282;3.6432820743807737;0.25;0.5569190187475793;0.021181188864736966;3.529233735788088;0.14231219228462588;0.036081474296799226
LongTrans;img077.jpeg;131.49602404023292;30.452367560438557;7.3304739994494055;0.1298708526042868;0.582233473651246;0.02210087741684608;6.931630438876062;0.22644097535795932;0.0363897441204626
LongTrans;img080.jpeg;135.6176498121716;51.30599915605394;7.3246160308919945;0.1125;0.7458277123603125;0.06120147534599855;6.8805929472733105;0.7758534104066519;0.03247631935047361
LongTrans;img080.jpeg;114.41587945942265;48.69065616539522;5.735595768839486;0.7033739624193099;0.4226081566865348;0.03202226051588568;5.4966894992215005;0.48186435585408766;0.014473484272906853
LongTrans;img080.jpeg;109.63585557537967;49.1144764766389;4.67598811641613;0.48178384917009903;0.5182640777684728;0.05119976165576727;4.822916651257739;0.4378884008131494;0.009221117871584597
LongTrans;img080.jpeg;125.93694357338524;53.35369516946796;8.825931045704436;0.16071428571428573;0.7604517851516912;0.03709901013894447;8.694173539248519;0.3857999384914155;0.020794312144031192
LongTrans;img080.jpeg;142.20370245218186;50.59390774951249;5.6;0.4604945085963016;0.4908827957038633;0.06087198010625482;5.399507622932741;0.9280101906805991;0.02813033379105014
LongTrans;img048.jpeg;128.0364230685764;47.823118690452226;8.875684637129565;0.9578375802758416;0.26197465959931077;0.036338172791203195;7.930062674922085;1.2854825275877342;0.041385349868640356
LongTrans;img048.jpeg;119.43336127387153;50.75569008913461;9.055385138137417;0.8722246626121997;0.3532939867718323;0.04681699645609987;8.315742728952072;1.2230324273025086;0.046470037187384676
LongTrans;img048.jpeg;131.92590738932293;50.96009888653142;8.799881163784658;0.6666666666666666;0.41174535292002284;0.06356808682242183;8.200754202909344;1.4343867336490292;0.044128476746162125
